PartId,PartNumber,Type,Code
22507,98ET4556,1,RES
31986,ET5483,1,RES
41463,0371760550N,1,KTIA
6378,0305960405,1,KTF
1128258857967765713,CI7242ZM,1,KTHD
26470,98ÖÖB31590,0,RES
36137,CT1885,1,KTHD
48383,0373900750,1,KTIA
51216,98X0371741105,1,KTHD
1180526792993739923,EÖ98,0,EMB
48470,98350187V-03,1,KTIA
20236,616955,1,RÖR
51522,GB3181,1,SLASK
39325,EH5646,0,BEARB
71097,LV0090,1,BTI
1161971277279592831,IP0106,1,ITT
36366,98CT6334,1,KTHD
21158,98CR1720,0,RES
38696,309712,1,KTF
1002121062025099112,XTT5344,1,KTHD
845496443285559903,842255,1,GWA
24204,RGP152,0,PLÅT
59070,0475210920,1,KTHD
1006559647360653387,475026,1,KTHD
24833,TG211002,1,KTF
36861,98CI424508,1,KTHD
31725,CD1334,1,KTHD
73024,EH3764,1,SEHD
19655,98350128,1,RES
26097,TU5545,1,RES
72337,X96185127027,0,MOTOR
22161,98EK0180,1,RES
63871,ZMA04551FI,0,INST
39075,0471553705,1,KTHD
7910,980323730220,2,KTF
73755,EF1672,1,SEHD
40622,ZMA0303SK,0,INST
56063,KUL06512,0,KUL
938997675652885232,520096,1,RÖRI
936799970816866844,364094,1,KTHD
995811052234412887,EH5528,0,SEHD
23409,OBP1645,1,RES
1249946839124648614,CT8729,1,KTF
58614,TB5394,1,KTHD
24598,TD234502,1,KTF
69149,98TS617006,1,KTHD
52499,0475301500,1,KTHD
845496442211818331,842045,1,GWA
48012,98TD296310,1,KTF
63771,TG8678,1,KTIF
845488112123898879,GW139390,1,GWA
845488113197640331,GW154540,1,GWA
1133078962961134366,EH0362ZM,1,SEHD
69753,EH192317,1,SEI
879278665056629881,873580,1,GWA
1222545931313904359,D1329,0,DOBI
76437,XCT0132-20,1,KTHD
21706,98EF2180,1,RES
50670,98JS006012,1,KTIS
873991728936157167,CU061801,1,KTHD
38957,470299V-01,1,KTHD
48203,98JD0065,1,KTIS
20528,98910022,0,RES
18277,0381270750,1,KTIF
74160,EK3674,1,SEHD
74939,XLT4217,1,BTI
38571,EK0062,1,SEI
36595,9404022173,0,NORD
39322,EH5350,1,SEHD
1238161512499946388,110075H-02,1,SE
73971,166231,0,REM
22561,98EÖ62,0,RES
847747051312405105,852530,1,GWA
24599,TD235002,1,KTF
50372,98353601-01,0,KTIA
31516,98340141V,1,RES
26442,ÖSAX3235,0,BULT
20767,9609262037,0,NORD
71062,0760600750AA,1,BTI
40374,98ZZMA0305SE,2,ÖVR
24486,TB7012,1,RES
30950,98EH232207,0,RES
50640,98333940-P,1,RES
19400,309714,1,KTF
19738,351372,1,KTIA
30019,460152-02,1,KTHD
26536,98120230H-00,1,SE
986178448658652383,116700,1,SEI
856203042612493239,TI741201,1,KTIA
55824,JD036414,1,KTIA
68588,X460071,1,KTHD
27578,TD539206,1,KTIF
977666369457910452,X145162HTS,1,SEHD
75999,X0376200400-1,1,KTIS
63854,ZMA04541DE,0,INST
24193,98RGP071,0,RES
68195,0471401505A,1,KTHD
4270,980210704000,2,KE
18119,980372820750,1,KTIF
76961,CU0768,1,KTHD
23527,98OF163040,1,RES
51317,X182250,1,SE
1203551080799798907,CD560601ZM,1,KTHD
74239,X96092087035,0,MOTOR
25841,98TT8406,1,RES
1011341924633539225,X0475210400-1,1,KTHD
1281182079831310122,GW310275,1,GWA
70605,0760800300A,1,BTI
19169,98290882,2,KE
1157186172212227583,X462210,1,KTHD
58866,TD5694,1,KTHD
25067,TI2678,1,KTIA
41425,354082,1,KTIF
44650,CT7022,1,KTHD
51291,GB3910,1,SLASK
35922,SFF1050,0,BULT
19539,98334020,1,RES
845488113197641001,GW205100,1,GWA
845496440064337887,841280,1,GWA
70334,730230,1,BTI
39543,REM145,0,REM
72360,98Y363530,1,KTHD
24823,98TD8400,1,RES
1025053017376422224,EH1307,1,SEI
25362,98TS8325,1,RES
24783,98TD7370,1,RES
69733,XTU5232,1,KTHD
33699,TU5072,1,KTIF
869239615866149894,CU046401,1,KTIF
21938,EH1283,0,BEARB
23779,98OF404176,1,RES
25187,98TM2750,1,RES
70207,0760400400,1,BTI
32160,BR315640,0,BULT
1294068439388730792,XTD208110,1,KTF
1210960316262744285,CD4416ZM,1,KTHD
72099,XCT2698,1,KTHD
40325,98ZZMA0302DE,2,ÖVR
50760,XEF0110,1,RES
845488111050156454,GW111115,1,GWA
76997,PBOX10012,0,ÖVRIGT
19885,361352,1,KTIA
1229158194290379108,X460510-3ZM,1,KTHD
51342,OÖ425011,1,RÖR
23176,KUG122030S,0,KINA
51694,98JS012013,1,KTIS
51476,GB4264,1,SLASK
41369,98EH1484,0,RES
21828,EH0352,0,RES
68728,XC2000,1,ÖVR
71169,LD0818,1,BTI
55642,SF20150V,0,RES
1174667264815928146,CD4117ZM,1,KTHD
22496,ET4518,1,RES
72454,XEH1935,1,SEHD
38097,980150537000N-01,1,SEHD
6335,980305740300,1,KTA
71590,X460040V,1,KTHD
18963,98187154-00,0,RES
69040,CU4527,1,KTHD
1226927903599312197,474063ZM,1,KTHD
31572,98353531-00,1,KTHD
1222545931313904203,D1334,1,DOBI
55663,475015,1,KTHD
59061,0475161505,1,KTHD
1099682592918107643,X0381290750-1,1,KTIF
68941,98X525101-1,1,RÖRI
19931,98364044-00,1,KTIF
1128258861188990441,OD2564ZM,1,RÖRI
52258,330031HA-02,1,KTIF
23787,98OK1210,1,RES
1082595085583963892,136335,1,SEI
71291,ZMA0720FI,0,INST
58705,TS5768,1,KTHD
1206513825585691226,XCD5504,1,KTHD
983903378924388821,EH2203,1,SEI
74716,EK1652,1,SEHD
24070,98Q1315,1,RES
56789,98X0371920920,1,KTHD
70891,9604052021,0,NORD
1222843617625578620,XTD5417,1,KTIF
847747055607370156,863360,1,GWA
1133057869308785547,EH5490ZM,1,SEHD
56584,XGF01043,1,RÖR
36900,98353704,1,KTIF
50550,0KALKYLKTH40,1,ÖVR
22005,EH197002,1,RES
63743,K31200811S,0,BEARB
31759,98430020V,1,KTHD
21845,98EH046302,1,RES
33717,980140511005-00,1,SEHD
1252935185776421233,0497660,2,ITT
72505,98903063215A,0,RES
40313,98ZZMA0301DK,2,ÖVR
1009563456103680300,XGW0012,1,GWA
52400,CB4028,1,KTHD
70389,LV3052,0,BEARB
23411,OBP1660,1,RES
899258752832825102,XEF1010,1,SEHD
37318,98451200,1,KTHD
76393,0381100555F,1,KTIF
1131169907934658768,CD7483ZM,1,KTHD
41505,98ET356610,1,SEI
68842,OD3006,1,RÖRI
1161640065549864119,XEH5728,1,SEHD
1038081589411904268,CT5732,1,KTHD
68167,XGB3972,1,SLASK
58893,98460210V-00,1,KTHD
17833,980371450400,1,KTIF
1055567601551858345,X0381121100-2,1,KTIF
67852,334310,1,KTIA
24112,REMA96,0,RES
886700224847939219,GF2400,1,RÖR
1040614163142283506,EP1902,1,SEI
55706,JD030414,1,KTIA
23669,98OF208097,1,RES
23469,OC2570,1,RÖR
59474,ET557714,1,SEHD
72809,EF3626,1,SEHD
31751,TS517006,1,KTIF
17874,0371700925,1,KTIA
52606,GB3919,1,SLASK
36662,X0381271500,1,KTIF
936080277054485274,X461020-2,1,KTHD
41635,RAB10,2,RABATT
70784,CD410017,1,KTHD
20651,9602212139,0,NORD
1129049562939472216,CT5740ZM,1,KTHD
69065,98OD2508L,0,RES
37291,430140V-02,1,KTHD
924117859904429709,803683,1,EMB
965752111326375050,XEK0864,1,RES
829977041997712320,TI848201,1,KTIA
32084,98200,2,ÖVR
76270,X0471402205-20,1,KTHD
55955,XEK3006,1,SEHD
1205774885009697976,CS1262ZM,1,KTHD
76946,CU7956,1,KTHD
68005,9891933917,0,RES
27509,TS514806,1,KTIF
71623,LS0382,1,BTI
40506,98ZZMA0452CZ,2,ÖVR
847747050238662801,851160,1,GWA
76676,X0371900750F,1,KTIA
847747053459890049,862150,1,GWA
866648670302143264,GW310310,1,GWA
22814,KF0522,1,RES
38970,98471800,1,KTHD
73364,EH2747,1,SEHD
1237035425694999257,430120VA-03,1,KTHD
24875,TG2860,1,KTA
30800,98360043V,1,KTIF
40804,ZMA0453SK,0,INST
41956,98TU880010,1,KTIF
19195,300049,1,KTF
1203192031180443117,XEF2622,1,SEHD
1025053017376422326,EH2670,1,SEI
24200,RGP128,0,PLÅT
66987,98036129-00,1,KTIF
845488111050156482,GW114145,1,GWA
1153800757378531890,XEH1731,1,SEHD
40094,803608,1,EMB
31542,TD751006,1,KTIF
845496441138076039,832315,1,GWA
53889,JD013014,1,KTIA
50668,98JS005512,1,KTIS
1013945023611930066,460240V,1,KTHD
41529,ET559610,1,SEI
1144205682767254884,X0103700225-1,1,SE
63723,X0131704005A,1,SEI
936802270770941965,625226,1,RÖR
39181,620055-02,1,RÖR
830599739364966511,CI6020,1,KTHD
845488113197640963,GW204065,1,GWA
25382,TT206102,1,RES
51368,98X0371961855,1,KTHD
50246,TB5209,1,KTIA
845488115345122563,GW306185,1,GWA
983913233725478533,GB1005,1,GBA
30092,465030,1,KTHD
24260,RSP300,0,PLÅT
74444,093624,2,KTHD
36099,98CU4176,1,KTHD
51335,OÖ420111,1,RÖR
1249951799812609422,CT8723,1,KTF
19566,98337200,1,KTIF
1282215209456846808,XTD865801,1,KTHD
71950,XEH3211,1,SEHD
55934,98331707,1,KTIS
847747050238662895,851255,1,GWA
70873,XTU8071,1,SEI
50256,TB5223,1,KTIA
21327,CT4206,1,KTHD
69708,035390,1,KTIA
23605,98OF203027,1,RES
63343,EP053215,1,SEI
1282215209456846821,XCD4284-1,1,KTHD
74382,EH1846,1,SEHD
68138,CU5839,1,KTHD
845434008409191047,X960755203460,0,NORD
52703,EF1770,1,SEI
51281,GB3133,1,SLASK
25524,CF1084,0,PLAST
72176,XTU7078,1,RES
19197,98300102,1,KTF
73995,XTI2137,1,KTA
1091470743652716038,#REF_2010,0,REF
68889,9701112102AA,0,NORD
71011,LS2106,1,BTI
69187,LS3001,0,BEARB
56490,GB4208,0,BEARB
40567,ZMA016PL,0,INST
830599739364966403,CD5924,1,KTHD
48064,X170170,1,SE
32165,SF42150,0,BULT
1131169907934658693,CD7488ZM,1,KTHD
59035,0475110305,1,KTHD
26010,TU5013,1,RES
20401,803611,1,EMB
1086665061515488872,98013120-8,1,SEI
25794,TT810706,1,KTIF
52751,X0373940305,1,KTIA
69776,036277-6,1,KTIF
869222976087437344,035610,1,KTIS
55814,XTT8545,1,KTHD
58771,XCT8538,1,KTIA
25517,98TT5410,1,RES
26565,360033V-02,1,KTIF
1226945070584113884,CU0806ZM,1,KTHD
1231753428139034885,CT4739ZM,1,KTHD
68603,X461114,1,KTHD
25804,98TT8214,1,RES
70292,710130,1,BTI
56807,ZMA0454DE,0,INST
53527,EH333013,1,SEHD
19727,351343,1,KTIF
51764,EK1130,1,SEI
23026,KS0120,1,RES
75968,XCD4470,1,KTHD
40309,98ZZMA0300SE,2,ÖVR
20859,9702212139,0,NORD
73356,EH2739,1,SEHD
22729,KED12HD,0,KINA
1250023026264700080,LBL1006,2,GWA
23394,98OBP1092,1,RES
56452,98EH331514,1,SEHD
18746,98124025-00,1,SE
23490,OF162086,1,RES
77139,TD865601,1,KTHD
63340,EP010715,1,SEI
31599,9618573027,0,NORD
21638,EF0854,1,RES
1094164933033208635,#REF_2129,0,REF
17740,980371250225,1,RES
843645873124335201,ZMA0641NO,0,INST
18202,980372981105,1,KTIF
41872,98REM255161,0,RES
845496438990595573,831220,1,GWA
50768,98X0371980555,1,KTHD
845488114271382608,GW216320,1,GWA
50633,CT5360,1,KTHD
70034,0371720305F,1,KTIA
51643,98JD008513,1,KTIS
39123,520101-02,1,RÖRI
24074,98Q2150,1,RES
1130820429558615927,XCS4406,0,BEARB
40685,ZMA03518RU,0,INST
4111,980210021525,2,KE
73895,EF2656,1,SEHD
21775,EF3555,1,RES
76959,CU0744,1,KTHD
55740,9618552083,0,NORD
52432,CD5426,1,KTHD
936799535951379504,364004,1,KTHD
38699,X363601,1,KTIA
41360,98X0150505500,1,SEHD
69510,335880,1,KTIA
54157,0475350755,1,KTHD
1128258859041508217,CT2446ZM,1,KTHD
21576,EF027006,0,BEARB
68037,460205,1,KTHD
53959,98JT014814,1,RES
19765,354010,1,KTIF
51661,98JD016813,1,KTIS
20265,98620088-00,1,RÖR
6077,0303960750,1,KTF
32168,CD5315,0,BEARB
61554,X0300930115-1,1,KTF
51424,TU588910,1,KTHD
23075,KS6000,1,RES
40131,FSG INV,0,ÖVRIGT
26095,98TU5535,1,RES
24946,98TG6658,1,KTIF
41620,98140250H-01,1,SE
22241,98EK112002,1,RES
39999,GF16342,1,RES
58843,TD5549,1,KTHD
1218853085631073744,GW4031C,1,GWA
878536225255068750,X9737093034X,0,NORD
30364,98360112V,1,RES
947202024668631529,045326,1,KTHA
22740,KED45246,0,KINA
22847,98KF1140,1,RES
50661,98JS002012,1,KTIS
50277,TB5284,1,KTIA
19750,98353604-00,0,KTIA
1119018629182659681,X0381171100,1,KTIF
38328,98TU851509,1,RES
23018,KS0080,1,RES
845488115345122001,GW304130,1,GWA
73280,EH2384,1,SEHD
56096,EK2745,1,KTHD
48446,98330181V-04,1,KTIA
22383,98ET2514,1,RES
993128223650069718,EH2680,0,KINA
14431,0352900020,2,KTIA
69358,430140HA-02,1,KTHD
50827,98D237612,1,RES
40168,TU5026,1,KTIF
19182,300021,1,KTF
18615,980625027,1,RÖR
845488113197640705,GW214280,1,GWA
1291900379586921115,GW3.510330,1,GWA
40140,EH5502,1,SEHD
76369,X474050-20,1,KTHD
63503,XEH5842,1,SEHD
76551,91935033,0,GBA
63332,EP005015,1,SEI
69667,XGB4136,1,SLASK
51709,98JS016513,1,KTIS
20653,989602212174,0,RES
22129,98EH3846,1,RES
38997,480266V-04,1,KTHD
52607,GB3926,1,SLASK
72707,X0471110220-3,1,KTHD
22449,98ET352304,1,RES
19672,98350410,1,KTIF
1143791727346669737,CU0568ZM,1,KTHD
76809,OK253001,1,RES
32363,980471100155,1,KTHD
1113457692660259142,ZMA013EN,0,INST
44472,SF30160,0,BULT
55491,EF5352,1,SEHD
73708,EH1815,0,BEARB
51169,GB3085,1,SLASK
39144,530095,1,RÖRI
68777,XF20-02,1,ÖVR
1216919757559613607,TU8020ZM,1,KTHD
38663,GF25382,1,RES
72504,ET5855,1,SEHD
58811,XGB3966,1,SLASK
24033,98PSP161,0,RES
1130807265490463729,CT4877,1,KTHD
845488113197640349,GW152525,1,GWA
20585,98920110,0,RES
1209206612344170184,CT1723ZM,1,KTHD
20306,620492,1,RÖR
23845,OS3004,1,RES
77006,CD7676,0,BEARB
986178448658653057,126340,1,SEI
73747,EF1652,1,SEHD
852883777327246159,354060,1,KTHD
21246,CT1205,1,KTHD
1292698462969217035,XEK2693,1,SEHD
21601,EF0525,0,BEARB
74284,EP3720,1,SEHD
40435,98ZZMA03529HU,2,ÖVR
44575,CD1550,0,BEARB
21681,98EF1311,1,RES
63041,CI4015,1,KTHD
1156832823131271850,X710610960,0,REM
22931,KH0630,1,RES
845488111050156424,GW110100,1,GWA
1216222468506675290,IP0312,1,ITT
1013915055481638149,350185,1,KTIA
56655,460187VA-01,1,KTHD
4083,980210020825,2,KE
40879,SFMFT0850,0,BULT
36476,0140001100,1,SEI
73032,EH3827,1,SEHD
26460,98ÖÖ1612,0,BEARB
845496442211818423,842115,1,GWA
24444,TB5046,1,RES
76426,BR226040,0,BULT
72802,EF3610,1,SEHD
68585,X334230,1,KTHD
56483,GB4194,0,BEARB
23777,98OF404172,1,RES
56256,98X330170,1,KTHD
38256,XCT2440,1,RES
69893,470612,1,KTHD
40940,TB7234,1,KTIA
59193,0435620301,2,KTHD
1068196759736119287,XCF5306,1,KTHD
1135990700841945898,X0471554500SEW,1,KTHD
59120,98TU8509,1,KTHD
1237032462166744683,430120V-03,1,KTHD
843645873124335157,ZMA017NO,0,INST
993136897351927296,TT2090,1,KTF
74914,803678,1,EMB
69965,LS0019,1,BTI
24530,TB8033,1,RES
44727,98TS5535,1,RES
70152,9418562049,0,NORD
4567,0220703000,2,KE
70662,0760800155AA,1,BTI
70339,0730232,2,BTI
36960,TU204002,1,RES
1096705457603275188,GW162620,1,GWA
40034,TU573710,1,RES
936798850903993581,354004,1,KTHD
24246,RRJ127,0,JÄRN
69700,363536,1,KTHD
21966,98EH146002,1,RES
56610,X198122,1,SE
56171,98XX364090,1,KTHD
20932,9705542038,0,NORD
947189438252221012,036130,1,KTIF
1138974455691837857,CD7470ZM,1,KTHD
76907,XGF25205,1,RES
70752,700805,1,BTI
41916,TU582210,1,RES
887378071549596979,GF1553,1,RÖR
25968,TU240702,1,RES
1168316444460475706,0471814V,2,KTHD
38361,98334039-01,1,KTIF
17911,0371760550,1,KTIA
53885,JD012614,1,KTIA
70205,0760400300,1,BTI
71061,0760600750A,1,BTI
75914,960929042036,0,NORD
68408,TT5498,1,KTIA
58983,0474110925,1,KTHD
23846,98OS3150,1,RES
36236,980471543705,1,KTHD
73988,XTI2124,1,KTA
1275944546231920968,LBL1008,2,GWA
1064449588839661314,X0471110305-2,1,KTHD
74117,ET2771,1,SEHD
29938,98431120,1,KTHD
38837,150400,1,SEHD
52728,GB4054,1,SLASK
23727,98OF256040,1,RES
30078,462110,1,KTHD
56122,0471211505A,1,KTHD
69930,TT214017,1,KTA
22056,EH2620,1,RES
31520,98340086V,1,RES
1266654276880946976,GW4063,0,GWA
817280081750493552,EH5370,1,SEHD
69539,XEH2443,1,SEHD
51237,98414230-00,1,ÖVR
69025,98TD540016,1,KTIF
6495,980306930305,1,KTA
10605,0351304,2,KTIF
1138234748436249328,XCI7468,1,KTHD
71783,525708,1,RÖRI
1144147760845588579,XEH5457,1,SEHD
1226945070584113208,CU0736ZM,1,KTHD
74404,135577-00,1,SEHD
847747051312405165,853100,1,GWA
53595,470351,1,KTHD
19893,361370,1,KTIA
51741,XCF4118,1,KTHD
48305,X170250,1,SE
25678,98TT661002,1,RES
1130820429558615821,XCS1112,1,KTHD
68605,X450070HA,1,KTHD
19720,351306,1,KTIF
71591,X463410,1,KTHD
1021697394803314063,CG6084,1,KTHD
31587,98156505-00,1,SE
52368,630456,0,RÖR
1130496150961173818,RFPET0898,1,SEI
22125,98EH3836,1,RES
73685,355435,1,KTIA
18756,124301,2,SE
74678,XTD5512-1,1,KTHD
19259,98302160,0,RES
925680342211517636,XCD142015-10,1,KTHD
936010685704588066,XCT222008,1,KTHD
54103,98045535-00,1,KTHA
845488114271383143,GW301030,1,GWA
70654,0760600155AA,1,BTI
68458,140250,1,SEHD
22600,FJ0220,1,RES
1235879957058235390,D1490,1,DOBH
29777,98430020,1,KTHD
63846,CS534615,1,KTHD
21122,CF1112,1,KTHD
847747049164920915,851105,1,GWA
70566,9605592772130,0,NORD
31944,98RGP305,0,RES
19348,308310,1,KTF
17936,0371781855,1,KTIA
820258068850347447,EH5776,1,SEHD
76609,JD048816,1,KTIA
19698,98351140,1,RES
58981,0474110755,1,KTHD
36621,9809921,1,SEHD
22704,KED022161,0,KINA
39021,481814,1,KTHD
51867,EK0729,1,KTIA
997999343296780767,X960405202560,0,NORD
19132,261401,2,KE
63774,X0471110300-1,1,KTHD
63121,ZMA0320RU,0,INST
947196099762195819,045140,1,KTHD
76580,X113201,1,SE
68682,363806,1,KTHD
6172,0304940400,1,KTF
53694,9645072090,0,NORD
879278660761661046,871250,1,GWA
22632,K11101007,0,KINA
37365,0471210400,1,KTHD
76530,XCT4243,1,KTHD
38348,98TU850009,1,KTHD
53524,EH322413,1,SEHD
31910,333200,1,KTIF
39196,GF20300,1,RES
75944,X91933910A,0,ELEKTR
53643,364332,1,KTIA
44834,09153202,2,SEHD
70028,CS4625,1,KTHD
71481,099P,1,ÖVR
18655,110075-01,1,SE
68483,CU2946,1,KTHD
38343,98TU858509,1,KTIF
32149,CG1620,1,KTHD
24591,TD221002,1,RES
55632,X0471501850N,1,KTHD
993900217065332946,X960404203360,0,NORD
39959,GF30346,0,BEARB
51049,98X337310,1,KTHD
71653,XJD042016,1,KTIA
22919,KH0455,1,RES
1110865847526662924,083000-7,1,GWA
36866,980471200220,1,KTHD
75977,0371900400A,1,KTIA
31521,98350141V,1,RES
1052534478222248875,100022,1,SEI
23222,KULFYTB35,0,KUL
53519,EH332213,0,BEARB
38409,SFF830,0,BULT
50989,D3350,1,DOB
40379,98ZZMA0308ES,2,ÖVR
19146,262224,0,KE
76644,XTD5288,0,BEARB
56389,XR1227-955520,1,ÖVR
76931,CU6974,1,KTHD
70120,045521,1,KTHA
73487,0151550400,1,SEHD
19326,983072000600,1,KTA
847747051312405139,852580,1,GWA
999508288602508484,EH1263,1,SEI
17981,980371860550,1,KTIA
23741,98OF256092,1,RES
76357,XTI8811-20,1,KTHD
52643,GB3072,1,SLASK
26038,98TU5175,1,KTIF
31906,TT8930,1,RES
71456,9637083026,0,NORD
1096705460824500860,GW324725,1,GWA
1096756454973577548,#REF_2135,0,REF
23497,98OF16222,1,RES
30000,98455030,1,KTHD
845496444359302595,843290,1,GWA
845488111050156516,GW117170,1,GWA
879278661835401602,871550,1,GWA
41376,98EH1485,1,RES
32025,CS1129,1,KTHD
1129049560791989413,CT4806,1,KTHD
24318,SFF820,0,BULT
41917,TU582510,1,RES
67968,9609232129,0,NORD
4128,980210021950,2,KE
993923602084754267,X961859072025,0,NORD
18803,98143150,1,SE
879278663982888329,873160,1,GWA
40463,98ZZMA03613PL,2,ÖVR
4190,980210031725,2,KE
866648597287701912,GW303115,1,GWA
38845,153200,1,SEHD
21878,EH0610,1,RES
26461,98ÖÖB10030,0,RES
22078,98EH3275,1,RES
52701,98TU8528,1,RES
36330,98CU6538,1,RES
36321,98CU6515,1,RES
24472,98TB5136,1,RES
1174667264815928272,CD4115,1,KTHD
55466,CB5029,1,KTHD
52032,0359396301,2,KTIA
845496440064337043,841010,1,GWA
52306,980381271500T,1,KTIF
1289709405207449341,CT8742L,0,BULT
902997303612438919,EH171401,1,SEHD
51208,RGP402A,0,PLÅT
1209206612344168750,CT1214ZM,1,KTHD
39018,98481800,1,KTHD
19104,238240,2,KE
845496440064336973,831320,1,GWA
18103,980372750300,1,KTIF
24166,RFPTT2100,0,PLÅT
58608,TB5382,1,KTHD
19860,98361204,1,RES
70050,045235-7,1,KTHD
68042,450205A,1,KTHD
1167269259447779238,GW4004,1,GWA
42123,010000,1,PACK-L
55798,SF1275V,0,RES
56027,CS5220,1,RES
26178,98TU7026,1,RES
845488115345122754,GW311340,1,GWA
44742,TI5367,1,KTIA
39226,GF20392,1,RES
21100,CD5518,1,KTHD
19072,223400,1,KE
944154856855048909,100007,1,SEHD
21566,98EF0200,1,RES
990914826683671233,XTG7697,1,KTHD
70371,903222,0,ELEKTR
58994,0474160750,1,KTHD
18677,110905,1,SE
843236649664177980,EV0610,1,GBA
73116,BR101820,0,BULT
18798,98143025-00,1,SE
50349,98363604-01,1,KTIA
50444,98XTT8544,1,KTHD
1097785558462956435,#REF_2185,0,REF
845496443285559943,842315,1,GWA
41351,804002,0,EMB
1129049560791986762,CS5621ZM,1,KTHD
50469,98X0371781100-1,1,KTHD
41066,98620085-01,1,RÖR
1040614762290265081,116705,1,SEI
72047,98X0150407505-5,1,SEHD
20171,98616050-00,1,RÖR
20342,98625410,1,RÖR
58138,461914,1,KTHD
847747050238662823,851195,1,GWA
73363,EH2746,1,SEHD
18828,98156470-00,1,SE
73758,EF1691,1,SEHD
76599,JD043616,1,KTIA
1224047199359339782,X0471160550,1,KTHD
41883,98TU574610,1,RES
41248,9622063040,0,NORD
73334,X461910-6,1,KTHD
55489,EF5150,0,BEARB
19685,98350538,1,KTIF
995811052234412978,EH5495,1,SEHD
845496441138075937,832240,1,GWA
76151,TI2056,1,KTA
1193873935129545896,91935152,0,GWA
1174667264815928754,CD2017,1,KTHD
19774,98354045,1,RES
1115699300922131238,XEH1213,1,RÖRI
56793,GF25654,1,RÖR
1237694881450935032,470162-03,1,KTHD
1138234748436249301,XCI7462,1,KTHD
22406,98ET2597,1,RES
1094056447521715042,#REF_2084,0,REF
56327,EÖ92,0,EMB
958998720949608373,XLI2007,1,BTI
68032,330195,1,KTIA
38385,98364055-01,1,KTIF
4291,0220010400,2,KE
69695,333501,1,KTHD
52347,989602292372152,0,RES
37240,0103700555N,1,SE
986178448658652407,116915,1,SEI
26192,98TU7113,1,KTIF
50716,98JT009411,1,RES
36563,EP0112,1,RES
22229,98EK102002,1,RES
75019,XTT5487,1,KTHD
69331,XTT823606-2,1,KTIF
58775,XTD8391,1,KTIA
36268,98CS6120,0,RES
70702,0761500555AA,1,BTI
19425,309750,1,KTF
56621,CB5012,1,KTHD
8423,0331306,2,KTIF
59482,EF216014,1,SEI
69220,LI3021,1,BTI
1131169909008401165,CD7536ZM,1,KTHD
70928,0761000755AA,1,BTI
1235882029380753890,D3495,1,DOBH
76406,XCD5642-20,1,KTHD
36357,98CT6130,1,KTHD
17686,980371100225,1,RES
74593,X970309022045,0,NORD
23457,OC1645,1,RÖR
30827,98113202-01,1,SEI
879278660761661078,871090,1,GWA
37194,98EP3157,1,RES
823918224048093805,A7700008,0,GWA
1089676904336790776,A3400006,0,GWA
36305,CU5515,1,RES
76217,XCS2020-20,0,ÖVRIGT
1099683792287735909,X0381290300-1,1,KTIF
847747054533628270,863250,1,GWA
74600,X364092AA,1,KTHD
69613,TT847116,1,RES
21438,D0339,1,RES
24931,TG565506,1,KTIF
6847,980308930300,1,KTIA
845488113197641189,GW212250,1,GWA
38832,150250H-02,1,SEHD
52772,X130400,1,SE
19636,350031-02,1,KTIF
73088,454044-04,1,KTHD
40636,ZMA0305CZ,0,INST
25131,98TM2260,1,RES
18013,0371900750,1,KTIA
1291519823096688210,XCS4410,1,KTHD
847747054533631646,862420,1,GWA
72629,EH1424,1,SEHD
70880,CT1364,1,KTHD
68988,EÖ901017,1,EMB
869218865803639423,030640,1,KTA
18530,040580,2,DOB
25465,TT5106,1,RES
22854,98KF1180,0,RES
24423,TB5006,1,RES
954940786963646221,X921282,0,NORD
25165,98TM252502,1,RES
76183,TI2116,1,KTA
22295,EK2720,1,RES
53709,GB4174,0,BEARB
68241,X300121-1,1,KTF
50204,TD8922,1,KTIA
1081821027661153736,ET1899,1,SEI
23076,KS6010,1,RES
1209206611270434484,CU0466ZM,1,KTIF
26179,TU7030,1,RES
50172,98X367320,1,KTHD
30098,470152-02,1,KTHD
845488111050156190,GW129295,1,GWA
25747,98TT751002,1,RES
63405,JT007515,1,KTIA
48380,0373900405,1,KTIA
1013941620924545673,460220,1,KTHD
21833,EH041002,1,RES
38939,383536,1,KTHD
25914,TU0425,1,RES
1216603169058357277,CT5720ZM,1,KTHD
21409,98D0020,1,KTHD
902997304686180652,EH370401,1,SEHD
19300,305140,1,KTF
1096705459750759356,GW236735,1,GWA
55710,JD031214,1,KTIA
25568,98TT5589,1,KTIF
20346,625450,1,RÖR
5496,980301930155,1,KTF
38864,98045260-00,1,KTHD
1148996516159729357,CR1805,0,BEARB
71640,TU7098,1,KTIA
63892,ZMA04561RU,0,INST
886700223774197370,GF1506,1,RÖR
816905109614255475,X0471351855OSG,1,KTHD
1210960317336487878,CD3015ZM,1,KTHD
70414,LV0226,1,BTI
38081,98TT747109,1,RES
17966,980371840405,1,KTIA
20559,9891930B5040,0,RES
74541,CU4948,1,KTHD
20718,9605532127,0,NORD
1133079358098209314,SFM620R,0,BULT
1252935185776421192,0497665,2,ITT
39764,334005,1,KTIA
1286692515297315895,X832430,1,GWA
41936,98TU881510,1,RES
54117,0474302205,1,KTHD
55606,CD5615,1,KTHD
68825,XCT4340,1,KTHD
21790,98EH007602,1,RES
26313,98TU8505,1,RES
72671,EH3782,1,SEHD
869220678280145030,030840,1,KTA
20188,616190,0,RÖR
